Year,Geography,County,Congressional District,State,Total Population,18 years and over,18 years and over2,"VOTING AGE POPULATION - Citizen, 18 and over population"
2016,5101500US1308071,Colquitt County,Congressional District 8 (115th Congress),Georgia,46002,33628,33628,29674
2016,5101500US1308075,Cook County,Congressional District 8 (115th Congress),Georgia,17103,12540,12540,12213
2016,5101500US1308091,Dodge County,Congressional District 8 (115th Congress),Georgia,20995,16583,16583,16286
2016,5101500US1308153,Houston County,Congressional District 8 (115th Congress),Georgia,149137,110578,110578,107010
2016,5101500US1308155,Irwin County,Congressional District 8 (115th Congress),Georgia,9365,7257,7257,7244
2016,5101500US1308169,Jones County,Congressional District 8 (115th Congress),Georgia,28701,21760,21760,21654
2016,5101500US1308173,Lanier County,Congressional District 8 (115th Congress),Georgia,10382,7698,7698,7617
2016,5101500US1308185,Lowndes County (part),Congressional District 8 (115th Congress),Georgia,108549,82936,82936,80119
2016,5101500US1308207,Monroe County,Congressional District 8 (115th Congress),Georgia,27044,21331,21331,21050
2016,5101500US1308235,Pulaski County,Congressional District 8 (115th Congress),Georgia,11460,9353,9353,9259
2016,5101500US1308271,Telfair County,Congressional District 8 (115th Congress),Georgia,16405,13460,13460,11526
2016,5101500US1308275,Thomas County,Congressional District 8 (115th Congress),Georgia,44977,34073,34073,33308
2016,5101500US1308277,Tift County,Congressional District 8 (115th Congress),Georgia,40691,30563,30563,29020
2016,5101500US1308287,Turner County,Congressional District 8 (115th Congress),Georgia,8151,6158,6158,5869
2016,5101500US1308289,Twiggs County,Congressional District 8 (115th Congress),Georgia,8363,6744,6744,6679
2016,5101500US1308315,Wilcox County,Congressional District 8 (115th Congress),Georgia,8884,7219,7219,7037
2016,5101500US1308319,Wilkinson County,Congressional District 8 (115th Congress),Georgia,9312,7148,7148,7102
2016,5101500US1308321,Worth County,Congressional District 8 (115th Congress),Georgia,20988,16149,16149,15963
2016,5101500US4001037,Creek County (part),Congressional District 1 (115th Congress),Oklahoma,7231,5339,5339,5278
2016,5101500US4001131,Rogers County (part),Congressional District 1 (115th Congress),Oklahoma,16291,12268,12268,11910
2016,5101500US4001143,Tulsa County,Congressional District 1 (115th Congress),Oklahoma,629823,469101,469101,435914
2016,5101500US4001145,Wagoner County,Congressional District 1 (115th Congress),Oklahoma,76190,56874,56874,55586
2016,5101500US4001147,Washington County,Congressional District 1 (115th Congress),Oklahoma,51892,39791,39791,38476
2016,5101500US4002001,Adair County,Congressional District 2 (115th Congress),Oklahoma,22161,16219,16219,15908
2016,5101500US4002005,Atoka County,Congressional District 2 (115th Congress),Oklahoma,13847,10675,10675,10580
2016,5101500US4002013,Bryan County,Congressional District 2 (115th Congress),Oklahoma,44529,34099,34099,33550
2016,5101500US4002021,Cherokee County,Congressional District 2 (115th Congress),Oklahoma,48267,37160,37160,36140
2016,5101500US4002023,Choctaw County,Congressional District 2 (115th Congress),Oklahoma,15051,11405,11405,11329
2016,5101500US4002029,Coal County,Congressional District 2 (115th Congress),Oklahoma,5755,4348,4348,4326
2016,5101500US4002035,Craig County,Congressional District 2 (115th Congress),Oklahoma,14683,11426,11426,11284
2016,5101500US4002041,Delaware County,Congressional District 2 (115th Congress),Oklahoma,41433,32710,32710,32238
2016,5101500US4002061,Haskell County,Congressional District 2 (115th Congress),Oklahoma,12835,9734,9734,9562
2016,5101500US4002063,Hughes County,Congressional District 2 (115th Congress),Oklahoma,13727,10816,10816,10743
2016,5101500US4002069,Johnston County,Congressional District 2 (115th Congress),Oklahoma,11027,8411,8411,8373
2016,5101500US4002077,Latimer County,Congressional District 2 (115th Congress),Oklahoma,10643,8250,8250,8193
2016,5101500US4002079,Le Flore County,Congressional District 2 (115th Congress),Oklahoma,49885,37892,37892,36610
2016,5101500US4002089,McCurtain County,Congressional District 2 (115th Congress),Oklahoma,33071,24628,24628,24172
2016,5101500US4002091,McIntosh County,Congressional District 2 (115th Congress),Oklahoma,20161,16049,16049,15969
2016,5101500US4002095,Marshall County,Congressional District 2 (115th Congress),Oklahoma,16079,12267,12267,11478
2016,5101500US4002097,Mayes County,Congressional District 2 (115th Congress),Oklahoma,40923,30912,30912,30631
2016,5101500US4002101,Muskogee County,Congressional District 2 (115th Congress),Oklahoma,69939,52778,52778,51574
2016,5101500US4002105,Nowata County,Congressional District 2 (115th Congress),Oklahoma,10510,8074,8074,8003
2016,5101500US4002107,Okfuskee County,Congressional District 2 (115th Congress),Oklahoma,12212,9323,9323,9269
2016,5101500US4002111,Okmulgee County,Congressional District 2 (115th Congress),Oklahoma,39322,29787,29787,29581
2016,5101500US4002115,Ottawa County,Congressional District 2 (115th Congress),Oklahoma,32022,24075,24075,23692
2016,5101500US4002121,Pittsburg County,Congressional District 2 (115th Congress),Oklahoma,44643,34688,34688,34184
2016,5101500US4002127,Pushmataha County,Congressional District 2 (115th Congress),Oklahoma,11149,8693,8693,8605
2016,5101500US4002131,Rogers County (part),Congressional District 2 (115th Congress),Oklahoma,73679,55584,55584,54910
2016,5101500US4002135,Sequoyah County,Congressional District 2 (115th Congress),Oklahoma,41344,31478,31478,31056
2016,5101500US4003003,Alfalfa County,Congressional District 3 (115th Congress),Oklahoma,5784,4656,4656,4547
2016,5101500US4003007,Beaver County,Congressional District 3 (115th Congress),Oklahoma,5479,4082,4082,3763
2016,5101500US4003009,Beckham County,Congressional District 3 (115th Congress),Oklahoma,23290,17396,17396,16948
2016,5101500US4003011,Blaine County,Congressional District 3 (115th Congress),Oklahoma,9777,7598,7598,7230
2016,5101500US4003015,Caddo County,Congressional District 3 (115th Congress),Oklahoma,29510,22020,22020,21210
2016,5101500US4003017,Canadian County (part),Congressional District 3 (115th Congress),Oklahoma,108385,79341,79341,77197
2016,5101500US4003025,Cimarron County,Congressional District 3 (115th Congress),Oklahoma,2269,1734,1734,1589
2016,5101500US4003037,Creek County (part),Congressional District 3 (115th Congress),Oklahoma,63700,48427,48427,47847
2016,5101500US4003039,Custer County,Congressional District 3 (115th Congress),Oklahoma,29248,22068,22068,20592
2016,5101500US4003043,Dewey County,Congressional District 3 (115th Congress),Oklahoma,4862,3604,3604,3540
2016,5101500US4003045,Ellis County,Congressional District 3 (115th Congress),Oklahoma,4123,3139,3139,3084
2016,5101500US4003047,Garfield County,Congressional District 3 (115th Congress),Oklahoma,62481,46473,46473,44028
2016,5101500US4003053,Grant County,Congressional District 3 (115th Congress),Oklahoma,4497,3447,3447,3437
2016,5101500US4003055,Greer County,Congressional District 3 (115th Congress),Oklahoma,6081,4912,4912,4892
2016,5101500US4003057,Harmon County,Congressional District 3 (115th Congress),Oklahoma,2813,2127,2127,2042
2016,5101500US4003059,Harper County,Congressional District 3 (115th Congress),Oklahoma,3785,2806,2806,2426
2016,5101500US4003065,Jackson County,Congressional District 3 (115th Congress),Oklahoma,25864,19212,19212,18242
2016,5101500US4003071,Kay County,Congressional District 3 (115th Congress),Oklahoma,45398,33997,33997,33419
2016,5101500US4003073,Kingfisher County,Congressional District 3 (115th Congress),Oklahoma,15392,11247,11247,10449
2016,5101500US4003075,Kiowa County,Congressional District 3 (115th Congress),Oklahoma,9239,7071,7071,6972
2016,5101500US4003081,Lincoln County,Congressional District 3 (115th Congress),Oklahoma,34640,26115,26115,25969
2016,5101500US4003083,Logan County,Congressional District 3 (115th Congress),Oklahoma,45171,34468,34468,33945
2016,5101500US4003093,Major County,Congressional District 3 (115th Congress),Oklahoma,7721,5748,5748,5592
2016,5101500US4003103,Noble County,Congressional District 3 (115th Congress),Oklahoma,11470,8699,8699,8660
2016,5101500US4003113,Osage County,Congressional District 3 (115th Congress),Oklahoma,47923,36963,36963,36640
2016,5101500US4003117,Pawnee County,Congressional District 3 (115th Congress),Oklahoma,16444,12484,12484,12402
2016,5101500US4003119,Payne County,Congressional District 3 (115th Congress),Oklahoma,79953,64473,64473,60403
2016,5101500US4003129,Roger Mills County,Congressional District 3 (115th Congress),Oklahoma,3732,2766,2766,2740
2016,5101500US4003139,Texas County,Congressional District 3 (115th Congress),Oklahoma,21499,15565,15565,11559
2016,5101500US4003149,Washita County,Congressional District 3 (115th Congress),Oklahoma,11626,8620,8620,8400
2016,5101500US4003151,Woods County,Congressional District 3 (115th Congress),Oklahoma,9125,7240,7240,7135
2016,5101500US4003153,Woodward County,Congressional District 3 (115th Congress),Oklahoma,21111,15788,15788,15082
2016,5101500US4004017,Canadian County (part),Congressional District 4 (115th Congress),Oklahoma,21186,15850,15850,15416
2016,5101500US4004019,Carter County,Congressional District 4 (115th Congress),Oklahoma,48530,36197,36197,35426
2016,5101500US4004027,Cleveland County,Congressional District 4 (115th Congress),Oklahoma,271818,210880,210880,202924
2016,5101500US4004031,Comanche County,Congressional District 4 (115th Congress),Oklahoma,124583,94290,94290,91504
2016,5101500US4004033,Cotton County,Congressional District 4 (115th Congress),Oklahoma,6062,4638,4638,4633
2016,5101500US4004049,Garvin County,Congressional District 4 (115th Congress),Oklahoma,27570,20690,20690,20147
2016,5101500US4004051,Grady County,Congressional District 4 (115th Congress),Oklahoma,53955,40699,40699,40251
2016,5101500US4004067,Jefferson County,Congressional District 4 (115th Congress),Oklahoma,6280,4797,4797,4716
2016,5101500US4004085,Love County,Congressional District 4 (115th Congress),Oklahoma,9768,7298,7298,6981
2016,5101500US4004087,McClain County,Congressional District 4 (115th Congress),Oklahoma,37222,27603,27603,27066
2016,5101500US4004099,Murray County,Congressional District 4 (115th Congress),Oklahoma,13792,10581,10581,10408
2016,5101500US4004109,Oklahoma County (part),Congressional District 4 (115th Congress),Oklahoma,66661,50064,50064,49202
2016,5101500US4004123,Pontotoc County,Congressional District 4 (115th Congress),Oklahoma,38213,29108,29108,28560
2016,5101500US4004137,Stephens County,Congressional District 4 (115th Congress),Oklahoma,44631,33989,33989,33328
2016,5101500US4004141,Tillman County,Congressional District 4 (115th Congress),Oklahoma,7611,5744,5744,5467
2016,5101500US4005109,Oklahoma County (part),Congressional District 5 (115th Congress),Oklahoma,698037,518634,518634,468272
2016,5101500US4005125,Pottawatomie County,Congressional District 5 (115th Congress),Oklahoma,71551,54109,54109,53504
2016,5101500US4005133,Seminole County,Congressional District 5 (115th Congress),Oklahoma,25403,18953,18953,18744
2016,5101500US0101003,Baldwin County,Congressional District 1 (115th Congress),Alabama,199510,155240,155240,151769
2016,5101500US0101025,Clarke County (part),Congressional District 1 (115th Congress),Alabama,9037,6718,6718,6687
2016,5101500US0101053,Escambia County,Congressional District 1 (115th Congress),Alabama,37875,29444,29444,29331
2016,5101500US0101097,Mobile County,Congressional District 1 (115th Congress),Alabama,414291,314896,314896,308976
2016,5101500US0101099,Monroe County,Congressional District 1 (115th Congress),Alabama,21975,16829,16829,16822
2016,5101500US0101129,Washington County,Congressional District 1 (115th Congress),Alabama,16909,12942,12942,12863
2016,5101500US0102001,Autauga County,Congressional District 2 (115th Congress),Alabama,55049,41196,41196,40692
2016,5101500US0102005,Barbour County,Congressional District 2 (115th Congress),Alabama,26614,20879,20879,20373
2016,5101500US0102011,Bullock County,Congressional District 2 (115th Congress),Alabama,10552,8278,8278,8195
2016,5101500US0102013,Butler County,Congressional District 2 (115th Congress),Alabama,20280,15547,15547,15427
2016,5101500US0102031,Coffee County,Congressional District 2 (115th Congress),Alabama,50991,38869,38869,37955
2016,5101500US0102035,Conecuh County,Congressional District 2 (115th Congress),Alabama,12697,9877,9877,9823
2016,5101500US0102039,Covington County,Congressional District 2 (115th Congress),Alabama,37729,29411,29411,29297
2016,5101500US0102041,Crenshaw County,Congressional District 2 (115th Congress),Alabama,13896,10718,10718,10536
2016,5101500US0102045,Dale County,Congressional District 2 (115th Congress),Alabama,49607,37879,37879,37406
2016,5101500US0102051,Elmore County,Congressional District 2 (115th Congress),Alabama,80957,62404,62404,61483
2016,5101500US0102061,Geneva County,Congressional District 2 (115th Congress),Alabama,26765,20832,20832,20517
2016,5101500US0102067,Henry County,Congressional District 2 (115th Congress),Alabama,17187,13555,13555,13336
2016,5101500US0102069,Houston County,Congressional District 2 (115th Congress),Alabama,103891,79179,79179,78086
2016,5101500US0102101,Montgomery County (part),Congressional District 2 (115th Congress),Alabama,143521,110363,110363,106240
2016,5101500US0102109,Pike County,Congressional District 2 (115th Congress),Alabama,33277,26608,26608,25631
2016,5101500US0103015,Calhoun County,Congressional District 3 (115th Congress),Alabama,115883,90242,90242,88523
2016,5101500US0103017,Chambers County,Congressional District 3 (115th Congress),Alabama,34018,26735,26735,26479
2016,5101500US0103019,Cherokee County (part),Congressional District 3 (115th Congress),Alabama,24112,19107,19107,19043
2016,5101500US0103027,Clay County,Congressional District 3 (115th Congress),Alabama,13483,10569,10569,10362
2016,5101500US0103029,Cleburne County,Congressional District 3 (115th Congress),Alabama,14991,11473,11473,11294
2016,5101500US0103081,Lee County,Congressional District 3 (115th Congress),Alabama,153947,120408,120408,115344
2016,5101500US0103087,Macon County,Congressional District 3 (115th Congress),Alabama,19684,16142,16142,16035
2016,5101500US0103101,Montgomery County (part),Congressional District 3 (115th Congress),Alabama,34591,26424,26424,25216
2016,5101500US0103111,Randolph County,Congressional District 3 (115th Congress),Alabama,22615,17602,17602,17374
2016,5101500US0103113,Russell County,Congressional District 3 (115th Congress),Alabama,58636,43917,43917,43133
2016,5101500US0103115,St. Clair County,Congressional District 3 (115th Congress),Alabama,86576,66635,66635,65813
2016,5101500US0103121,Talladega County,Congressional District 3 (115th Congress),Alabama,81057,63048,63048,62159
2016,5101500US0103123,Tallapoosa County,Congressional District 3 (115th Congress),Alabama,40958,32161,32161,31944
2016,5101500US0104009,Blount County (part),Congressional District 4 (115th Congress),Alabama,4842,3564,3564,3357
2016,5101500US0104019,Cherokee County (part),Congressional District 4 (115th Congress),Alabama,1785,1464,1464,1464
2016,5101500US0104033,Colbert County,Congressional District 4 (115th Congress),Alabama,54377,42642,42642,42234
2016,5101500US0104043,Cullman County,Congressional District 4 (115th Congress),Alabama,81316,63037,63037,61623
2016,5101500US0104049,DeKalb County,Congressional District 4 (115th Congress),Alabama,70937,53387,53387,49580
2016,5101500US0104055,Etowah County,Congressional District 4 (115th Congress),Alabama,103363,80606,80606,78779
2016,5101500US0104057,Fayette County,Congressional District 4 (115th Congress),Alabama,16783,13176,13176,13153
2016,5101500US0104059,Franklin County,Congressional District 4 (115th Congress),Alabama,31573,23898,23898,21934
2016,5101500US0104071,Jackson County (part),Congressional District 4 (115th Congress),Alabama,238,203,203,203
2016,5101500US0104075,Lamar County,Congressional District 4 (115th Congress),Alabama,14066,11016,11016,10962
2016,5101500US0104079,Lawrence County,Congressional District 4 (115th Congress),Alabama,33433,26121,26121,25993
2016,5101500US0104093,Marion County,Congressional District 4 (115th Congress),Alabama,30239,23855,23855,23725
2016,5101500US0104095,Marshall County,Congressional District 4 (115th Congress),Alabama,94534,71173,71173,65923
2016,5101500US0104125,Tuscaloosa County (part),Congressional District 4 (115th Congress),Alabama,56515,43214,43214,42073
2016,5101500US0104127,Walker County,Congressional District 4 (115th Congress),Alabama,65593,51028,51028,50326
2016,5101500US0104133,Winston County,Congressional District 4 (115th Congress),Alabama,24013,18973,18973,18770
2016,5101500US0105071,Jackson County (part),Congressional District 5 (115th Congress),Alabama,52370,40970,40970,40529
2016,5101500US0105077,Lauderdale County,Congressional District 5 (115th Congress),Alabama,92641,73637,73637,72736
2016,5101500US0105083,Limestone County,Congressional District 5 (115th Congress),Alabama,90257,69153,69153,67249
2016,5101500US0105089,Madison County,Congressional District 5 (115th Congress),Alabama,349973,271279,271279,261509
2016,5101500US0105103,Morgan County,Congressional District 5 (115th Congress),Alabama,119555,91850,91850,88063
2016,5101500US0106007,Bibb County,Congressional District 6 (115th Congress),Alabama,22572,17816,17816,17589
2016,5101500US0106009,Blount County (part),Congressional District 6 (115th Congress),Alabama,52862,40539,40539,39075
2016,5101500US0106021,Chilton County,Congressional District 6 (115th Congress),Alabama,43817,33227,33227,31557
2016,5101500US0106037,Coosa County,Congressional District 6 (115th Congress),Alabama,10864,8872,8872,8756
2016,5101500US0106073,Jefferson County (part),Congressional District 6 (115th Congress),Alabama,358304,274315,274315,265601
2016,5101500US0106117,Shelby County,Congressional District 6 (115th Congress),Alabama,205951,155659,155659,149211
2016,5101500US0107023,Choctaw County,Congressional District 7 (115th Congress),Alabama,13287,10527,10527,10516
2016,5101500US0107025,Clarke County (part),Congressional District 7 (115th Congress),Alabama,15810,12511,12511,12507
2016,5101500US0107047,Dallas County,Congressional District 7 (115th Congress),Alabama,41426,30992,30992,30613
2016,5101500US0107063,Greene County,Congressional District 7 (115th Congress),Alabama,8587,6597,6597,6595
2016,5101500US0107065,Hale County,Congressional District 7 (115th Congress),Alabama,15159,11594,11594,11566
2016,5101500US0107073,Jefferson County (part),Congressional District 7 (115th Congress),Alabama,300792,232303,232303,225414
2016,5101500US0107085,Lowndes County,Congressional District 7 (115th Congress),Alabama,10565,8112,8112,8098
2016,5101500US0107091,Marengo County,Congressional District 7 (115th Congress),Alabama,20066,15434,15434,15308
2016,5101500US0107101,Montgomery County (part),Congressional District 7 (115th Congress),Alabama,49280,37741,37741,37292
2016,5101500US0107105,Perry County,Congressional District 7 (115th Congress),Alabama,9856,7636,7636,7624
2016,5101500US0107107,Pickens County,Congressional District 7 (115th Congress),Alabama,20042,15847,15847,15583
2016,5101500US0107119,Sumter County,Congressional District 7 (115th Congress),Alabama,13285,10641,10641,10389
2016,5101500US0107125,Tuscaloosa County (part),Congressional District 7 (115th Congress),Alabama,145956,116718,116718,113329
2016,5101500US0107131,Wilcox County,Congressional District 7 (115th Congress),Alabama,11119,8521,8521,8521
2016,5101500US0200013,Aleutians East Borough,Congressional District (at Large) (115th Congress),Alaska,3299,2892,2892,1966
2016,5101500US0200016,Aleutians West Census Area,Congressional District (at Large) (115th Congress),Alaska,5714,4816,4816,3634
2016,5101500US0200020,Anchorage Municipality,Congressional District (at Large) (115th Congress),Alaska,299321,224480,224480,213936
2016,5101500US0200050,Bethel Census Area,Congressional District (at Large) (115th Congress),Alaska,17885,11465,11465,11319
2016,5101500US0200060,Bristol Bay Borough,Congressional District (at Large) (115th Congress),Alaska,942,722,722,713
2016,5101500US0200068,Denali Borough,Congressional District (at Large) (115th Congress),Alaska,2125,1744,1744,1651
2016,5101500US0200070,Dillingham Census Area,Congressional District (at Large) (115th Congress),Alaska,4980,3398,3398,3354
2016,5101500US0200090,Fairbanks North Star Borough,Congressional District (at Large) (115th Congress),Alaska,100150,75622,75622,73392
2016,5101500US0200100,Haines Borough,Congressional District (at Large) (115th Congress),Alaska,2528,2065,2065,1998
2016,5101500US0200105,Hoonah-Angoon Census Area,Congressional District (at Large) (115th Congress),Alaska,2107,1715,1715,1642
2016,5101500US0200110,Juneau City and Borough,Congressional District (at Large) (115th Congress),Alaska,32524,25278,25278,24185
2016,5101500US0200122,Kenai Peninsula Borough,Congressional District (at Large) (115th Congress),Alaska,57637,44353,44353,43771
2016,5101500US0200130,Ketchikan Gateway Borough,Congressional District (at Large) (115th Congress),Alaska,13715,10614,10614,10166
2016,5101500US0200150,Kodiak Island Borough,Congressional District (at Large) (115th Congress),Alaska,13918,10179,10179,9121
2016,5101500US0200158,Kusilvak Census Area,Congressional District (at Large) (115th Congress),Alaska,7993,4777,4777,4718
2016,5101500US0200164,Lake and Peninsula Borough,Congressional District (at Large) (115th Congress),Alaska,1411,975,975,939
2016,5101500US0200170,Matanuska-Susitna Borough,Congressional District (at Large) (115th Congress),Alaska,98679,71610,71610,70359
2016,5101500US0200180,Nome Census Area,Congressional District (at Large) (115th Congress),Alaska,9879,6469,6469,6368
2016,5101500US0200185,North Slope Borough,Congressional District (at Large) (115th Congress),Alaska,9681,7209,7209,6917
2016,5101500US0200188,Northwest Arctic Borough,Congressional District (at Large) (115th Congress),Alaska,7723,5007,5007,4949
2016,5101500US0200195,Petersburg Borough,Congressional District (at Large) (115th Congress),Alaska,3196,2444,2444,2341
2016,5101500US0200198,Prince of Wales-Hyder Census Area,Congressional District (at Large) (115th Congress),Alaska,6374,4825,4825,4763
2016,5101500US0200220,Sitka City and Borough,Congressional District (at Large) (115th Congress),Alaska,8921,6911,6911,6601
2016,5101500US0200230,Skagway Municipality,Congressional District (at Large) (115th Congress),Alaska,1014,880,880,823
2016,5101500US0200240,Southeast Fairbanks Census Area,Congressional District (at Large) (115th Congress),Alaska,6970,5096,5096,4740
2016,5101500US0200275,Wrangell City and Borough,Congressional District (at Large) (115th Congress),Alaska,2401,1906,1906,1864
2016,5101500US0200282,Yakutat City and Borough,Congressional District (at Large) (115th Congress),Alaska,646,502,502,490
2016,5101500US0200290,Yukon-Koyukuk Census Area,Congressional District (at Large) (115th Congress),Alaska,5600,4035,4035,3994
2016,5101500US0401001,Apache County,Congressional District 1 (115th Congress),Arizona,72346,51155,51155,50380
2016,5101500US0401005,Coconino County,Congressional District 1 (115th Congress),Arizona,138064,107969,107969,104266
2016,5101500US0401007,Gila County (part),Congressional District 1 (115th Congress),Arizona,27515,20287,20287,19662
2016,5101500US0401009,Graham County,Congressional District 1 (115th Congress),Arizona,37529,27083,27083,25961
2016,5101500US0401011,Greenlee County,Congressional District 1 (115th Congress),Arizona,9224,6610,6610,6356
2016,5101500US0401013,Maricopa County (part),Congressional District 1 (115th Congress),Arizona,4205,2590,2590,2541
2016,5101500US0401015,Mohave County (part),Congressional District 1 (115th Congress),Arizona,1545,1026,1026,1015
2016,5101500US0401017,Navajo County,Congressional District 1 (115th Congress),Arizona,108209,78002,78002,76282
2016,5101500US0401019,Pima County (part),Congressional District 1 (115th Congress),Arizona,99402,78001,78001,75465
2016,5101500US0401021,Pinal County (part),Congressional District 1 (115th Congress),Arizona,206488,154780,154780,142531
2016,5101500US0401025,Yavapai County (part),Congressional District 1 (115th Congress),Arizona,31458,27189,27189,25758
2016,5101500US0402003,Cochise County,Congressional District 2 (115th Congress),Arizona,128177,99603,99603,92913
2016,5101500US0402019,Pima County (part),Congressional District 2 (115th Congress),Arizona,592617,472190,472190,442660
2016,5101500US0403013,Maricopa County (part),Congressional District 3 (115th Congress),Arizona,248772,172327,172327,148377
2016,5101500US0403019,Pima County (part),Congressional District 3 (115th Congress),Arizona,311319,233857,233857,202281
2016,5101500US0403021,Pinal County (part),Congressional District 3 (115th Congress),Arizona,480,409,409,409
2016,5101500US0403023,Santa Cruz County,Congressional District 3 (115th Congress),Arizona,46547,33301,33301,27153
2016,5101500US0403027,Yuma County (part),Congressional District 3 (115th Congress),Arizona,132554,93548,93548,70511
2016,5101500US0404007,Gila County (part),Congressional District 4 (115th Congress),Arizona,25664,22064,22064,21627
2016,5101500US0404012,La Paz County,Congressional District 4 (115th Congress),Arizona,20304,16792,16792,15243
2016,5101500US0404013,Maricopa County (part),Congressional District 4 (115th Congress),Arizona,42094,31537,31537,29523
2016,5101500US0404015,Mohave County (part),Congressional District 4 (115th Congress),Arizona,202084,164554,164554,156917
2016,5101500US0404021,Pinal County (part),Congressional District 4 (115th Congress),Arizona,190636,146024,146024,135280
2016,5101500US0404025,Yavapai County (part),Congressional District 4 (115th Congress),Arizona,187128,153369,153369,147341
2016,5101500US0404027,Yuma County (part),Congressional District 4 (115th Congress),Arizona,70738,56518,56518,50001
2016,5101500US0405013,Maricopa County (part),Congressional District 5 (115th Congress),Arizona,765403,562509,562509,528135
2016,5101500US0406013,Maricopa County (part),Congressional District 6 (115th Congress),Arizona,752459,596859,596859,545868
2016,5101500US0407013,Maricopa County (part),Congressional District 7 (115th Congress),Arizona,767495,527664,527664,388041
2016,5101500US0408013,Maricopa County (part),Congressional District 8 (115th Congress),Arizona,753310,578768,578768,551615
2016,5101500US0409013,Maricopa County (part),Congressional District 9 (115th Congress),Arizona,754811,592374,592374,529463
2016,5101500US0501001,Arkansas County,Congressional District 1 (115th Congress),Arkansas,18569,14277,14277,14105
2016,5101500US0501005,Baxter County,Congressional District 1 (115th Congress),Arkansas,40992,33742,33742,33484
2016,5101500US0501017,Chicot County,Congressional District 1 (115th Congress),Arkansas,11189,8622,8622,8451
2016,5101500US0501021,Clay County,Congressional District 1 (115th Congress),Arkansas,15202,11994,11994,11942
2016,5101500US0501023,Cleburne County,Congressional District 1 (115th Congress),Arkansas,25587,20544,20544,20351
2016,5101500US0501031,Craighead County,Congressional District 1 (115th Congress),Arkansas,102884,77320,77320,74820
2016,5101500US0501035,Crittenden County,Congressional District 1 (115th Congress),Arkansas,49511,35621,35621,35098
2016,5101500US0501037,Cross County,Congressional District 1 (115th Congress),Arkansas,17329,13066,13066,13031
2016,5101500US0501041,Desha County,Congressional District 1 (115th Congress),Arkansas,12234,9095,9095,8901
2016,5101500US0501049,Fulton County,Congressional District 1 (115th Congress),Arkansas,12186,9724,9724,9641
2016,5101500US0501055,Greene County,Congressional District 1 (115th Congress),Arkansas,43745,33023,33023,32795
2016,5101500US0501063,Independence County,Congressional District 1 (115th Congress),Arkansas,37030,28146,28146,27652
2016,5101500US0501065,Izard County,Congressional District 1 (115th Congress),Arkansas,13461,10962,10962,10833
2016,5101500US0501067,Jackson County,Congressional District 1 (115th Congress),Arkansas,17495,13949,13949,13884
2016,5101500US0501069,Jefferson County (part),Congressional District 1 (115th Congress),Arkansas,3047,2868,2868,2829
2016,5101500US0501075,Lawrence County,Congressional District 1 (115th Congress),Arkansas,16915,13153,13153,13079
2016,5101500US0501077,Lee County,Congressional District 1 (115th Congress),Arkansas,9781,7852,7852,7834
2016,5101500US0501079,Lincoln County,Congressional District 1 (115th Congress),Arkansas,13935,11439,11439,11171
2016,5101500US0501085,Lonoke County,Congressional District 1 (115th Congress),Arkansas,71279,52410,52410,51700
2016,5101500US0501093,Mississippi County,Congressional District 1 (115th Congress),Arkansas,44199,32262,32262,31765
2016,5101500US0501095,Monroe County,Congressional District 1 (115th Congress),Arkansas,7542,5946,5946,5908
2016,5101500US0501107,Phillips County,Congressional District 1 (115th Congress),Arkansas,19929,14555,14555,14487
2016,5101500US0501111,Poinsett County,Congressional District 1 (115th Congress),Arkansas,24131,18386,18386,18204
2016,5101500US0501117,Prairie County,Congressional District 1 (115th Congress),Arkansas,8334,6607,6607,6605
2016,5101500US0501121,Randolph County,Congressional District 1 (115th Congress),Arkansas,17584,13618,13618,13546
2016,5101500US0501123,St. Francis County,Congressional District 1 (115th Congress),Arkansas,27023,20866,20866,20328
2016,5101500US0501129,Searcy County (part),Congressional District 1 (115th Congress),Arkansas,7474,5930,5930,5903
2016,5101500US0501135,Sharp County,Congressional District 1 (115th Congress),Arkansas,17027,13438,13438,13361
2016,5101500US0501137,Stone County,Congressional District 1 (115th Congress),Arkansas,12503,9994,9994,9983
2016,5101500US0501147,Woodruff County,Congressional District 1 (115th Congress),Arkansas,6873,5375,5375,5335
2016,5101500US0502029,Conway County,Congressional District 2 (115th Congress),Arkansas,21060,16198,16198,15889
2016,5101500US0502045,Faulkner County,Congressional District 2 (115th Congress),Arkansas,120417,91842,91842,89723
2016,5101500US0502105,Perry County,Congressional District 2 (115th Congress),Arkansas,10246,7994,7994,7980
2016,5101500US0502119,Pulaski County,Congressional District 2 (115th Congress),Arkansas,391806,298721,298721,286890
2016,5101500US0502125,Saline County,Congressional District 2 (115th Congress),Arkansas,115577,88074,88074,86487
2016,5101500US0502141,Van Buren County,Congressional District 2 (115th Congress),Arkansas,16892,13505,13505,13356
2016,5101500US0502145,White County,Congressional District 2 (115th Congress),Arkansas,78823,60210,60210,58925
2016,5101500US0503007,Benton County,Congressional District 3 (115th Congress),Arkansas,245231,178726,178726,162103
2016,5101500US0503009,Boone County,Congressional District 3 (115th Congress),Arkansas,37301,29026,29026,28883
2016,5101500US0503015,Carroll County,Congressional District 3 (115th Congress),Arkansas,27690,21558,21558,20187
2016,5101500US0503033,Crawford County (part),Congressional District 3 (115th Congress),Arkansas,45272,33634,33634,32449
