Year,Geography,County,Congressional District,State,Total Population,18 years and over,18 years and over2,"VOTING AGE POPULATION - Citizen, 18 and over population"
2020,5101600US4812439,Tarrant County (part),Congressional District 12 (116th Congress),Texas,660489,498832,498832,459531
2020,5101600US4812497,Wise County (part),Congressional District 12 (116th Congress),Texas,26010,18807,18807,17519
2020,5101600US4813009,Archer County,Congressional District 13 (116th Congress),Texas,8754,6842,6842,6642
2020,5101600US4813011,Armstrong County,Congressional District 13 (116th Congress),Texas,1950,1494,1494,1469
2020,5101600US4813023,Baylor County,Congressional District 13 (116th Congress),Texas,3560,2764,2764,2699
2020,5101600US4813045,Briscoe County,Congressional District 13 (116th Congress),Texas,1348,1123,1123,1021
2020,5101600US4813065,Carson County,Congressional District 13 (116th Congress),Texas,5957,4569,4569,4547
2020,5101600US4813075,Childress County,Congressional District 13 (116th Congress),Texas,7219,5871,5871,5399
2020,5101600US4813077,Clay County,Congressional District 13 (116th Congress),Texas,10444,8339,8339,8114
2020,5101600US4813087,Collingsworth County,Congressional District 13 (116th Congress),Texas,2939,2192,2192,2043
2020,5101600US4813097,Cooke County,Congressional District 13 (116th Congress),Texas,40428,30794,30794,28624
2020,5101600US4813101,Cottle County,Congressional District 13 (116th Congress),Texas,1624,1162,1162,1158
2020,5101600US4813111,Dallam County,Congressional District 13 (116th Congress),Texas,7272,4914,4914,4047
2020,5101600US4813117,Deaf Smith County,Congressional District 13 (116th Congress),Texas,18617,12819,12819,10312
2020,5101600US4813125,Dickens County,Congressional District 13 (116th Congress),Texas,2182,1729,1729,1601
2020,5101600US4813129,Donley County,Congressional District 13 (116th Congress),Texas,3317,2650,2650,2588
2020,5101600US4813153,Floyd County (part),Congressional District 13 (116th Congress),Texas,2316,1799,1799,1650
2020,5101600US4813155,Foard County,Congressional District 13 (116th Congress),Texas,1207,992,992,974
2020,5101600US4813179,Gray County,Congressional District 13 (116th Congress),Texas,22063,16459,16459,15162
2020,5101600US4813191,Hall County,Congressional District 13 (116th Congress),Texas,3025,2342,2342,2133
2020,5101600US4813195,Hansford County,Congressional District 13 (116th Congress),Texas,5431,3824,3824,3085
2020,5101600US4813197,Hardeman County,Congressional District 13 (116th Congress),Texas,3958,3168,3168,2957
2020,5101600US4813205,Hartley County,Congressional District 13 (116th Congress),Texas,5588,4388,4388,4086
2020,5101600US4813211,Hemphill County,Congressional District 13 (116th Congress),Texas,3901,2768,2768,2348
2020,5101600US4813233,Hutchinson County,Congressional District 13 (116th Congress),Texas,21105,15802,15802,15213
2020,5101600US4813237,Jack County,Congressional District 13 (116th Congress),Texas,8888,7034,7034,6706
2020,5101600US4813269,King County,Congressional District 13 (116th Congress),Texas,279,227,227,208
2020,5101600US4813275,Knox County,Congressional District 13 (116th Congress),Texas,3679,2741,2741,2531
2020,5101600US4813295,Lipscomb County,Congressional District 13 (116th Congress),Texas,3301,2356,2356,2033
2020,5101600US4813337,Montague County,Congressional District 13 (116th Congress),Texas,19640,15222,15222,14720
2020,5101600US4813341,Moore County,Congressional District 13 (116th Congress),Texas,21169,14418,14418,10455
2020,5101600US4813345,Motley County,Congressional District 13 (116th Congress),Texas,1362,1075,1075,1075
2020,5101600US4813357,Ochiltree County,Congressional District 13 (116th Congress),Texas,9907,6802,6802,5282
2020,5101600US4813359,Oldham County,Congressional District 13 (116th Congress),Texas,2110,1339,1339,1318
2020,5101600US4813375,Potter County,Congressional District 13 (116th Congress),Texas,118323,85926,85926,74396
2020,5101600US4813381,Randall County,Congressional District 13 (116th Congress),Texas,136005,103334,103334,99798
2020,5101600US4813393,Roberts County,Congressional District 13 (116th Congress),Texas,784,600,600,600
2020,5101600US4813421,Sherman County,Congressional District 13 (116th Congress),Texas,3046,2343,2343,1985
2020,5101600US4813437,Swisher County,Congressional District 13 (116th Congress),Texas,7403,5563,5563,4949
2020,5101600US4813483,Wheeler County,Congressional District 13 (116th Congress),Texas,5187,3866,3866,3569
2020,5101600US4813485,Wichita County,Congressional District 13 (116th Congress),Texas,132154,102368,102368,98010
2020,5101600US4813487,Wilbarger County,Congressional District 13 (116th Congress),Texas,12717,9877,9877,9484
2020,5101600US4813497,Wise County (part),Congressional District 13 (116th Congress),Texas,41874,32323,32323,30053
2020,5101600US4814039,Brazoria County (part),Congressional District 14 (116th Congress),Texas,167037,126925,126925,118119
2020,5101600US4814071,Chambers County (part),Congressional District 14 (116th Congress),Texas,0,0,0,0
2020,5101600US4814167,Galveston County,Congressional District 14 (116th Congress),Texas,337600,255674,255674,239305
2020,5101600US4814245,Jefferson County,Congressional District 14 (116th Congress),Texas,253136,192202,192202,173828
2020,5101600US4815047,Brooks County,Congressional District 15 (116th Congress),Texas,7100,5438,5438,4850
2020,5101600US4815131,Duval County,Congressional District 15 (116th Congress),Texas,11194,8322,8322,8041
2020,5101600US4815187,Guadalupe County (part),Congressional District 15 (116th Congress),Texas,131905,98801,98801,94245
2020,5101600US4815215,Hidalgo County (part),Congressional District 15 (116th Congress),Texas,605722,407776,407776,301910
2020,5101600US4815247,Jim Hogg County,Congressional District 15 (116th Congress),Texas,5187,3393,3393,3312
2020,5101600US4815255,Karnes County,Congressional District 15 (116th Congress),Texas,15547,12177,12177,10998
2020,5101600US4815297,Live Oak County,Congressional District 15 (116th Congress),Texas,12175,9739,9739,9107
2020,5101600US4815493,Wilson County (part),Congressional District 15 (116th Congress),Texas,5264,4149,4149,3915
2020,5101600US4816141,El Paso County (part),Congressional District 16 (116th Congress),Texas,740915,540701,540701,465142
2020,5101600US4817021,Bastrop County (part),Congressional District 17 (116th Congress),Texas,1271,875,875,579
2020,5101600US4817041,Brazos County,Congressional District 17 (116th Congress),Texas,226370,179732,179732,161330
2020,5101600US4817051,Burleson County,Congressional District 17 (116th Congress),Texas,18237,14235,14235,13443
2020,5101600US4817145,Falls County,Congressional District 17 (116th Congress),Texas,17281,13611,13611,12969
2020,5101600US4817161,Freestone County,Congressional District 17 (116th Congress),Texas,19744,15268,15268,14568
2020,5101600US4817287,Lee County (part),Congressional District 17 (116th Congress),Texas,4902,3886,3886,3749
2020,5101600US4817289,Leon County (part),Congressional District 17 (116th Congress),Texas,10614,7940,7940,7366
2020,5101600US4817293,Limestone County,Congressional District 17 (116th Congress),Texas,23364,18129,18129,16448
2020,5101600US4817309,McLennan County,Congressional District 17 (116th Congress),Texas,254045,191573,191573,177447
2020,5101600US4817331,Milam County,Congressional District 17 (116th Congress),Texas,24797,18807,18807,18037
2020,5101600US4817395,Robertson County,Congressional District 17 (116th Congress),Texas,17094,13041,13041,12568
2020,5101600US4817453,Travis County (part),Congressional District 17 (116th Congress),Texas,172416,130444,130444,113693
2020,5101600US4818201,Harris County (part),Congressional District 18 (116th Congress),Texas,789793,585269,585269,476531
2020,5101600US4819017,Bailey County,Congressional District 19 (116th Congress),Texas,6916,4949,4949,4416
2020,5101600US4819033,Borden County,Congressional District 19 (116th Congress),Texas,653,440,440,440
2020,5101600US4819069,Castro County,Congressional District 19 (116th Congress),Texas,7561,5371,5371,4533
2020,5101600US4819079,Cochran County,Congressional District 19 (116th Congress),Texas,2860,2095,2095,1832
2020,5101600US4819107,Crosby County,Congressional District 19 (116th Congress),Texas,5753,4254,4254,4127
2020,5101600US4819151,Fisher County,Congressional District 19 (116th Congress),Texas,3827,3006,3006,2970
2020,5101600US4819153,Floyd County (part),Congressional District 19 (116th Congress),Texas,3466,2429,2429,2260
2020,5101600US4819165,Gaines County,Congressional District 19 (116th Congress),Texas,21077,13538,13538,10958
2020,5101600US4819169,Garza County,Congressional District 19 (116th Congress),Texas,6028,5194,5194,3476
2020,5101600US4819189,Hale County,Congressional District 19 (116th Congress),Texas,33463,24375,24375,22179
2020,5101600US4819207,Haskell County,Congressional District 19 (116th Congress),Texas,5711,4655,4655,4206
2020,5101600US4819219,Hockley County,Congressional District 19 (116th Congress),Texas,22986,16962,16962,15686
2020,5101600US4819227,Howard County,Congressional District 19 (116th Congress),Texas,36213,28244,28244,24923
2020,5101600US4819253,Jones County,Congressional District 19 (116th Congress),Texas,19874,16396,16396,15902
2020,5101600US4819263,Kent County,Congressional District 19 (116th Congress),Texas,704,497,497,496
2020,5101600US4819279,Lamb County,Congressional District 19 (116th Congress),Texas,13018,9415,9415,8596
2020,5101600US4819303,Lubbock County,Congressional District 19 (116th Congress),Texas,308392,234865,234865,223321
2020,5101600US4819305,Lynn County,Congressional District 19 (116th Congress),Texas,5886,4312,4312,4174
2020,5101600US4819353,Nolan County,Congressional District 19 (116th Congress),Texas,14901,11048,11048,10460
2020,5101600US4819369,Parmer County,Congressional District 19 (116th Congress),Texas,9639,6876,6876,5458
2020,5101600US4819415,Scurry County,Congressional District 19 (116th Congress),Texas,16918,12733,12733,12286
2020,5101600US4819417,Shackelford County,Congressional District 19 (116th Congress),Texas,3291,2522,2522,2461
2020,5101600US4819429,Stephens County (part),Congressional District 19 (116th Congress),Texas,2679,2283,2283,2283
2020,5101600US4819433,Stonewall County,Congressional District 19 (116th Congress),Texas,1412,1030,1030,1020
2020,5101600US4819441,Taylor County,Congressional District 19 (116th Congress),Texas,137521,103487,103487,98752
2020,5101600US4819445,Terry County,Congressional District 19 (116th Congress),Texas,12408,8997,8997,8060
2020,5101600US4819447,Throckmorton County,Congressional District 19 (116th Congress),Texas,1500,1195,1195,1195
2020,5101600US4819501,Yoakum County,Congressional District 19 (116th Congress),Texas,8612,5775,5775,4655
2020,5101600US4819503,Young County,Congressional District 19 (116th Congress),Texas,17961,13607,13607,12891
2020,5101600US4820029,Bexar County (part),Congressional District 20 (116th Congress),Texas,823263,613088,613088,545773
2020,5101600US4821019,Bandera County,Congressional District 21 (116th Congress),Texas,22770,18965,18965,18260
2020,5101600US4821029,Bexar County (part),Congressional District 21 (116th Congress),Texas,288179,223350,223350,209097
2020,5101600US4821031,Blanco County,Congressional District 21 (116th Congress),Texas,11733,9654,9654,9311
2020,5101600US4821091,Comal County (part),Congressional District 21 (116th Congress),Texas,104316,82112,82112,80514
2020,5101600US4821171,Gillespie County,Congressional District 21 (116th Congress),Texas,26668,21340,21340,19965
2020,5101600US4821209,Hays County (part),Congressional District 21 (116th Congress),Texas,49813,39953,39953,38354
2020,5101600US4821259,Kendall County,Congressional District 21 (116th Congress),Texas,45491,34856,34856,33312
2020,5101600US4821265,Kerr County,Congressional District 21 (116th Congress),Texas,52195,42186,42186,40048
2020,5101600US4821385,Real County,Congressional District 21 (116th Congress),Texas,3429,2655,2655,2581
2020,5101600US4821453,Travis County (part),Congressional District 21 (116th Congress),Texas,222197,187802,187802,171550
2020,5101600US4822039,Brazoria County (part),Congressional District 22 (116th Congress),Texas,201025,144248,144248,131405
2020,5101600US4822157,Fort Bend County (part),Congressional District 22 (116th Congress),Texas,626175,450808,450808,381256
2020,5101600US4822201,Harris County (part),Congressional District 22 (116th Congress),Texas,114010,84563,84563,74778
2020,5101600US4823029,Bexar County (part),Congressional District 23 (116th Congress),Texas,333512,239643,239643,222675
2020,5101600US4823043,Brewster County,Congressional District 23 (116th Congress),Texas,9231,7456,7456,6938
2020,5101600US4823103,Crane County,Congressional District 23 (116th Congress),Texas,4739,3256,3256,2654
2020,5101600US4823105,Crockett County,Congressional District 23 (116th Congress),Texas,3393,2601,2601,2435
2020,5101600US4823109,Culberson County,Congressional District 23 (116th Congress),Texas,2183,1592,1592,1479
2020,5101600US4823127,Dimmit County,Congressional District 23 (116th Congress),Texas,10232,7320,7320,6877
2020,5101600US4823137,Edwards County,Congressional District 23 (116th Congress),Texas,1944,1530,1530,1494
